"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 29 08:57:06 GMT 2023","Thu Jun 29 08:57:07 GMT 2023","916","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginData) [3] LoginData(super=BaseData(testCaseId=TC-2), username=locked_out_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Thu Jun 29 08:57:09 GMT 2023","Thu Jun 29 08:57:10 GMT 2023","946","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginData) [6] LoginData(super=BaseData(testCaseId=TC-2), username=demo_username, password=demo_password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Thu Jun 29 08:57:08 GMT 2023","Thu Jun 29 08:57:09 GMT 2023","1158","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginData) [5] LoginData(super=BaseData(testCaseId=TC-2), username=performance_glitch_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Thu Jun 29 08:57:10 GMT 2023","Thu Jun 29 08:57:11 GMT 2023","954","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testLockedOutUser","testLockedOutUser(LoginData) [1] LoginData(super=BaseData(testCaseId=TC-5), username=locked_out_user, password=secret_sauce, errorMessage=Epic sadface: Sorry, this user has been locked out.)","Test that verifies user gets error message after submitting login credentials for locked out user"
"passed","Thu Jun 29 08:56:58 GMT 2023","Thu Jun 29 08:57:04 GMT 2023","6003","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testCorrectLoginCredentials","testCorrectLoginCredentials(LoginData) [3] LoginData(super=BaseData(testCaseId=TC-1), username=performance_glitch_user, password=secret_sauce, errorMessage=)","Test that verifies user gets redirected to 'Products' page after submitting correct login credentials"
"passed","Thu Jun 29 08:57:07 GMT 2023","Thu Jun 29 08:57:08 GMT 2023","1029","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginData) [4] LoginData(super=BaseData(testCaseId=TC-2), username=problem_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Thu Jun 29 08:57:05 GMT 2023","Thu Jun 29 08:57:06 GMT 2023","965","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginData) [2] LoginData(super=BaseData(testCaseId=TC-2), username=standard_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Thu Jun 29 08:56:57 GMT 2023","Thu Jun 29 08:56:58 GMT 2023","946","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testCorrectLoginCredentials","testCorrectLoginCredentials(LoginData) [2] LoginData(super=BaseData(testCaseId=TC-1), username=problem_user, password=secret_sauce, errorMessage=)","Test that verifies user gets redirected to 'Products' page after submitting correct login credentials"
"passed","Thu Jun 29 08:56:50 GMT 2023","Thu Jun 29 08:56:53 GMT 2023","2582","","io.github.tahanima.e2e.ProductsE2ETest","","io.github.tahanima.e2e.ProductsE2ETest","testSuccessfulLogout","testSuccessfulLogout(ProductsData) [1] ProductsData(super=BaseData(testCaseId=TC-1), username=standard_user, password=secret_sauce, url=https://www.saucedemo.com/)","Test that verifies user gets redirected to 'Login' page after logging out"
"passed","Thu Jun 29 08:56:56 GMT 2023","Thu Jun 29 08:56:57 GMT 2023","978","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testCorrectLoginCredentials","testCorrectLoginCredentials(LoginData) [1] LoginData(super=BaseData(testCaseId=TC-1), username=standard_user, password=secret_sauce, errorMessage=)","Test that verifies user gets redirected to 'Products' page after submitting correct login credentials"
"passed","Thu Jun 29 08:56:54 GMT 2023","Thu Jun 29 08:56:56 GMT 2023","1772","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testBlankPassword","testBlankPassword(LoginData) [1] LoginData(super=BaseData(testCaseId=TC-4), username=demo_username, password=, errorMessage=Epic sadface: Password is required)","Test that verifies user gets error message after submitting login credentials where the password is blank"
