"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that verifies user gets error message after submitting incorrect login credentials","869","testIncorrectLoginCredentials(LoginFixture) [1] LoginFixture(super=BaseFixture(testCaseId=TC-2), username=username, password=secret_sauce, errorMessage=Epic sadface: Username and password do not match any user in this service)","","Mon Jun 09 10:49:30 GMT 2025","passed","Mon Jun 09 10:49:31 GMT 2025","","io.github.tahanima.e2e.LoginTest","io.github.tahanima.e2e.LoginTest","testIncorrectLoginCredentials"
"Test that verifies user gets error message after submitting login credentials for locked out user","932","testLockedOutUser(LoginFixture) [1] LoginFixture(super=BaseFixture(testCaseId=TC-5), username=locked_out_user, password=secret_sauce, errorMessage=Epic sadface: Sorry, this user has been locked out.)","","Mon Jun 09 10:49:35 GMT 2025","passed","Mon Jun 09 10:49:36 GMT 2025","","io.github.tahanima.e2e.LoginTest","io.github.tahanima.e2e.LoginTest","testLockedOutUser"
"Test that verifies user gets redirected to 'Products' page after submitting correct login credentials","970","testCorrectLoginCredentials(LoginFixture) [2] LoginFixture(super=BaseFixture(testCaseId=TC-1), username=problem_user, password=secret_sauce, errorMessage=)","","Mon Jun 09 10:49:23 GMT 2025","passed","Mon Jun 09 10:49:24 GMT 2025","","io.github.tahanima.e2e.LoginTest","io.github.tahanima.e2e.LoginTest","testCorrectLoginCredentials"
"Test that verifies user gets error message after submitting incorrect login credentials","827","testIncorrectLoginCredentials(LoginFixture) [3] LoginFixture(super=BaseFixture(testCaseId=TC-2), username=locked_out_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","","Mon Jun 09 10:49:32 GMT 2025","passed","Mon Jun 09 10:49:33 GMT 2025","","io.github.tahanima.e2e.LoginTest","io.github.tahanima.e2e.LoginTest","testIncorrectLoginCredentials"
"Test that verifies user gets redirected to 'Products' page after submitting correct login credentials","5955","testCorrectLoginCredentials(LoginFixture) [3] LoginFixture(super=BaseFixture(testCaseId=TC-1), username=performance_glitch_user, password=secret_sauce, errorMessage=)","","Mon Jun 09 10:49:24 GMT 2025","passed","Mon Jun 09 10:49:30 GMT 2025","","io.github.tahanima.e2e.LoginTest","io.github.tahanima.e2e.LoginTest","testCorrectLoginCredentials"
"Test that verifies user gets error message after submitting incorrect login credentials","842","testIncorrectLoginCredentials(LoginFixture) [4] LoginFixture(super=BaseFixture(testCaseId=TC-2), username=problem_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","","Mon Jun 09 10:49:33 GMT 2025","passed","Mon Jun 09 10:49:33 GMT 2025","","io.github.tahanima.e2e.LoginTest","io.github.tahanima.e2e.LoginTest","testIncorrectLoginCredentials"
"Test that verifies user gets error message after submitting login credentials where the password is blank","2114","testBlankPassword(LoginFixture) [1] LoginFixture(super=BaseFixture(testCaseId=TC-4), username=demo_username, password=, errorMessage=Epic sadface: Password is required)","","Mon Jun 09 10:49:20 GMT 2025","passed","Mon Jun 09 10:49:22 GMT 2025","","io.github.tahanima.e2e.LoginTest","io.github.tahanima.e2e.LoginTest","testBlankPassword"
"Test that verifies user gets error message after submitting incorrect login credentials","878","testIncorrectLoginCredentials(LoginFixture) [2] LoginFixture(super=BaseFixture(testCaseId=TC-2), username=standard_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","","Mon Jun 09 10:49:31 GMT 2025","passed","Mon Jun 09 10:49:32 GMT 2025","","io.github.tahanima.e2e.LoginTest","io.github.tahanima.e2e.LoginTest","testIncorrectLoginCredentials"
"Test that verifies user gets error message after submitting incorrect login credentials","844","testIncorrectLoginCredentials(LoginFixture) [5] LoginFixture(super=BaseFixture(testCaseId=TC-2), username=performance_glitch_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","","Mon Jun 09 10:49:33 GMT 2025","passed","Mon Jun 09 10:49:34 GMT 2025","","io.github.tahanima.e2e.LoginTest","io.github.tahanima.e2e.LoginTest","testIncorrectLoginCredentials"
"Test that verifies user gets error message after submitting incorrect login credentials","838","testIncorrectLoginCredentials(LoginFixture) [6] LoginFixture(super=BaseFixture(testCaseId=TC-2), username=demo_username, password=demo_password, errorMessage=Epic sadface: Username and password do not match any user in this service)","","Mon Jun 09 10:49:34 GMT 2025","passed","Mon Jun 09 10:49:35 GMT 2025","","io.github.tahanima.e2e.LoginTest","io.github.tahanima.e2e.LoginTest","testIncorrectLoginCredentials"
