"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 14 19:11:02 GMT 2023","Sat Oct 14 19:11:05 GMT 2023","2844","","io.github.tahanima.e2e.ProductsE2ETest","","io.github.tahanima.e2e.ProductsE2ETest","testSuccessfulLogout","testSuccessfulLogout(ProductsData) [1] ProductsData(super=BaseData(testCaseId=TC-1), username=standard_user, password=secret_sauce, url=https://www.saucedemo.com/)","Test that verifies user gets redirected to 'Login' page after logging out"
"passed","Sat Oct 14 19:11:22 GMT 2023","Sat Oct 14 19:11:23 GMT 2023","983","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginData) [6] LoginData(super=BaseData(testCaseId=TC-2), username=demo_username, password=demo_password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Sat Oct 14 19:11:18 GMT 2023","Sat Oct 14 19:11:19 GMT 2023","1010","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginData) [3] LoginData(super=BaseData(testCaseId=TC-2), username=locked_out_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Sat Oct 14 19:11:19 GMT 2023","Sat Oct 14 19:11:21 GMT 2023","1143","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginData) [4] LoginData(super=BaseData(testCaseId=TC-2), username=problem_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Sat Oct 14 19:11:10 GMT 2023","Sat Oct 14 19:11:16 GMT 2023","6023","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testCorrectLoginCredentials","testCorrectLoginCredentials(LoginData) [3] LoginData(super=BaseData(testCaseId=TC-1), username=performance_glitch_user, password=secret_sauce, errorMessage=)","Test that verifies user gets redirected to 'Products' page after submitting correct login credentials"
"passed","Sat Oct 14 19:11:08 GMT 2023","Sat Oct 14 19:11:09 GMT 2023","1017","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testCorrectLoginCredentials","testCorrectLoginCredentials(LoginData) [1] LoginData(super=BaseData(testCaseId=TC-1), username=standard_user, password=secret_sauce, errorMessage=)","Test that verifies user gets redirected to 'Products' page after submitting correct login credentials"
"passed","Sat Oct 14 19:11:24 GMT 2023","Sat Oct 14 19:11:25 GMT 2023","1052","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testBlankUserName","testBlankUserName(LoginData) [1] LoginData(super=BaseData(testCaseId=TC-3), username=, password=demo_password, errorMessage=Epic sadface: Username is required)","Test that verifies user gets error message after submitting login credentials where the username is blank"
"passed","Sat Oct 14 19:11:16 GMT 2023","Sat Oct 14 19:11:17 GMT 2023","1024","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginData) [1] LoginData(super=BaseData(testCaseId=TC-2), username=username, password=secret_sauce, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Sat Oct 14 19:11:09 GMT 2023","Sat Oct 14 19:11:10 GMT 2023","1025","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testCorrectLoginCredentials","testCorrectLoginCredentials(LoginData) [2] LoginData(super=BaseData(testCaseId=TC-1), username=problem_user, password=secret_sauce, errorMessage=)","Test that verifies user gets redirected to 'Products' page after submitting correct login credentials"
"passed","Sat Oct 14 19:11:17 GMT 2023","Sat Oct 14 19:11:18 GMT 2023","1022","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginData) [2] LoginData(super=BaseData(testCaseId=TC-2), username=standard_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Sat Oct 14 19:11:21 GMT 2023","Sat Oct 14 19:11:22 GMT 2023","1061","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginData) [5] LoginData(super=BaseData(testCaseId=TC-2), username=performance_glitch_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Sat Oct 14 19:11:06 GMT 2023","Sat Oct 14 19:11:08 GMT 2023","1994","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testBlankPassword","testBlankPassword(LoginData) [1] LoginData(super=BaseData(testCaseId=TC-4), username=demo_username, password=, errorMessage=Epic sadface: Password is required)","Test that verifies user gets error message after submitting login credentials where the password is blank"
