"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 04 14:57:24 GMT 2024","Mon Mar 04 14:57:25 GMT 2024","695","","io.github.tahanima.e2e.LoginTest","","io.github.tahanima.e2e.LoginTest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginDto) [6] LoginDto(super=BaseDto(testCaseId=TC-2), username=demo_username, password=demo_password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Mon Mar 04 14:57:23 GMT 2024","Mon Mar 04 14:57:24 GMT 2024","674","","io.github.tahanima.e2e.LoginTest","","io.github.tahanima.e2e.LoginTest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginDto) [5] LoginDto(super=BaseDto(testCaseId=TC-2), username=performance_glitch_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Mon Mar 04 14:57:25 GMT 2024","Mon Mar 04 14:57:26 GMT 2024","655","","io.github.tahanima.e2e.LoginTest","","io.github.tahanima.e2e.LoginTest","testLockedOutUser","testLockedOutUser(LoginDto) [1] LoginDto(super=BaseDto(testCaseId=TC-5), username=locked_out_user, password=secret_sauce, errorMessage=Epic sadface: Sorry, this user has been locked out.)","Test that verifies user gets error message after submitting login credentials for locked out user"
"passed","Mon Mar 04 14:57:21 GMT 2024","Mon Mar 04 14:57:22 GMT 2024","689","","io.github.tahanima.e2e.LoginTest","","io.github.tahanima.e2e.LoginTest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginDto) [2] LoginDto(super=BaseDto(testCaseId=TC-2), username=standard_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Mon Mar 04 14:57:21 GMT 2024","Mon Mar 04 14:57:21 GMT 2024","764","","io.github.tahanima.e2e.LoginTest","","io.github.tahanima.e2e.LoginTest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginDto) [1] LoginDto(super=BaseDto(testCaseId=TC-2), username=username, password=secret_sauce, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Mon Mar 04 14:57:26 GMT 2024","Mon Mar 04 14:57:26 GMT 2024","584","","io.github.tahanima.e2e.LoginTest","","io.github.tahanima.e2e.LoginTest","testBlankUserName","testBlankUserName(LoginDto) [1] LoginDto(super=BaseDto(testCaseId=TC-3), username=, password=demo_password, errorMessage=Epic sadface: Username is required)","Test that verifies user gets error message after submitting login credentials where the username is blank"
"passed","Mon Mar 04 14:57:22 GMT 2024","Mon Mar 04 14:57:23 GMT 2024","661","","io.github.tahanima.e2e.LoginTest","","io.github.tahanima.e2e.LoginTest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginDto) [3] LoginDto(super=BaseDto(testCaseId=TC-2), username=locked_out_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Mon Mar 04 14:57:14 GMT 2024","Mon Mar 04 14:57:15 GMT 2024","796","","io.github.tahanima.e2e.LoginTest","","io.github.tahanima.e2e.LoginTest","testCorrectLoginCredentials","testCorrectLoginCredentials(LoginDto) [2] LoginDto(super=BaseDto(testCaseId=TC-1), username=problem_user, password=secret_sauce, errorMessage=)","Test that verifies user gets redirected to 'Products' page after submitting correct login credentials"
"passed","Mon Mar 04 14:57:13 GMT 2024","Mon Mar 04 14:57:14 GMT 2024","862","","io.github.tahanima.e2e.LoginTest","","io.github.tahanima.e2e.LoginTest","testCorrectLoginCredentials","testCorrectLoginCredentials(LoginDto) [1] LoginDto(super=BaseDto(testCaseId=TC-1), username=standard_user, password=secret_sauce, errorMessage=)","Test that verifies user gets redirected to 'Products' page after submitting correct login credentials"
"passed","Mon Mar 04 14:57:11 GMT 2024","Mon Mar 04 14:57:13 GMT 2024","1915","","io.github.tahanima.e2e.LoginTest","","io.github.tahanima.e2e.LoginTest","testBlankPassword","testBlankPassword(LoginDto) [1] LoginDto(super=BaseDto(testCaseId=TC-4), username=demo_username, password=, errorMessage=Epic sadface: Password is required)","Test that verifies user gets error message after submitting login credentials where the password is blank"
"passed","Mon Mar 04 14:57:15 GMT 2024","Mon Mar 04 14:57:20 GMT 2024","5694","","io.github.tahanima.e2e.LoginTest","","io.github.tahanima.e2e.LoginTest","testCorrectLoginCredentials","testCorrectLoginCredentials(LoginDto) [3] LoginDto(super=BaseDto(testCaseId=TC-1), username=performance_glitch_user, password=secret_sauce, errorMessage=)","Test that verifies user gets redirected to 'Products' page after submitting correct login credentials"
"passed","Mon Mar 04 14:57:11 GMT 2024","Mon Mar 04 14:57:14 GMT 2024","2669","","io.github.tahanima.e2e.ProductsTest","","io.github.tahanima.e2e.ProductsTest","testSuccessfulLogout","testSuccessfulLogout(ProductsDto) [1] ProductsDto(super=BaseDto(testCaseId=TC-1), username=standard_user, password=secret_sauce, url=https://www.saucedemo.com/)","Test that verifies user gets redirected to 'Login' page after logging out"
"passed","Mon Mar 04 14:57:23 GMT 2024","Mon Mar 04 14:57:23 GMT 2024","833","","io.github.tahanima.e2e.LoginTest","","io.github.tahanima.e2e.LoginTest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginDto) [4] LoginDto(super=BaseDto(testCaseId=TC-2), username=problem_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
