"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 29 08:59:28 GMT 2023","Thu Jun 29 08:59:31 GMT 2023","3159","","io.github.tahanima.e2e.ProductsE2ETest","","io.github.tahanima.e2e.ProductsE2ETest","testSuccessfulLogout","testSuccessfulLogout(ProductsData) [1] ProductsData(super=BaseData(testCaseId=TC-1), username=standard_user, password=secret_sauce, url=https://www.saucedemo.com/)","Test that verifies user gets redirected to 'Login' page after logging out"
"passed","Thu Jun 29 08:59:52 GMT 2023","Thu Jun 29 08:59:53 GMT 2023","1450","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testLockedOutUser","testLockedOutUser(LoginData) [1] LoginData(super=BaseData(testCaseId=TC-5), username=locked_out_user, password=secret_sauce, errorMessage=Epic sadface: Sorry, this user has been locked out.)","Test that verifies user gets error message after submitting login credentials for locked out user"
"passed","Thu Jun 29 08:59:51 GMT 2023","Thu Jun 29 08:59:52 GMT 2023","1219","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginData) [6] LoginData(super=BaseData(testCaseId=TC-2), username=demo_username, password=demo_password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Thu Jun 29 08:59:48 GMT 2023","Thu Jun 29 08:59:49 GMT 2023","1208","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginData) [4] LoginData(super=BaseData(testCaseId=TC-2), username=problem_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Thu Jun 29 08:59:53 GMT 2023","Thu Jun 29 08:59:54 GMT 2023","1166","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testBlankUserName","testBlankUserName(LoginData) [1] LoginData(super=BaseData(testCaseId=TC-3), username=, password=demo_password, errorMessage=Epic sadface: Username is required)","Test that verifies user gets error message after submitting login credentials where the username is blank"
"passed","Thu Jun 29 08:59:44 GMT 2023","Thu Jun 29 08:59:46 GMT 2023","1186","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginData) [1] LoginData(super=BaseData(testCaseId=TC-2), username=username, password=secret_sauce, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Thu Jun 29 08:59:49 GMT 2023","Thu Jun 29 08:59:51 GMT 2023","1171","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testIncorrectLoginCredentials","testIncorrectLoginCredentials(LoginData) [5] LoginData(super=BaseData(testCaseId=TC-2), username=performance_glitch_user, password=password, errorMessage=Epic sadface: Username and password do not match any user in this service)","Test that verifies user gets error message after submitting incorrect login credentials"
"passed","Thu Jun 29 08:59:38 GMT 2023","Thu Jun 29 08:59:44 GMT 2023","6175","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testCorrectLoginCredentials","testCorrectLoginCredentials(LoginData) [3] LoginData(super=BaseData(testCaseId=TC-1), username=performance_glitch_user, password=secret_sauce, errorMessage=)","Test that verifies user gets redirected to 'Products' page after submitting correct login credentials"
"passed","Thu Jun 29 08:59:36 GMT 2023","Thu Jun 29 08:59:37 GMT 2023","1206","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testCorrectLoginCredentials","testCorrectLoginCredentials(LoginData) [1] LoginData(super=BaseData(testCaseId=TC-1), username=standard_user, password=secret_sauce, errorMessage=)","Test that verifies user gets redirected to 'Products' page after submitting correct login credentials"
"passed","Thu Jun 29 08:59:33 GMT 2023","Thu Jun 29 08:59:36 GMT 2023","2291","","io.github.tahanima.e2e.LoginE2ETest","","io.github.tahanima.e2e.LoginE2ETest","testBlankPassword","testBlankPassword(LoginData) [1] LoginData(super=BaseData(testCaseId=TC-4), username=demo_username, password=, errorMessage=Epic sadface: Password is required)","Test that verifies user gets error message after submitting login credentials where the password is blank"
